Activity UUID_Product UUID;Activity Name;Geography;Reference Product Name
146b0574-ce5a-5e48-85b0-32a52c53b566_3ab60559-40d3-42e4-9cac-476a519098fa;methylene diphenyl diisocyanate production;RoW;hydrochloric acid, without water, in 30% solution state
146b0574-ce5a-5e48-85b0-32a52c53b566_2ad4ce24-d7b3-4563-af94-911dd6c992b1;methylene diphenyl diisocyanate production;RoW;methylene diphenyl diisocyanate
5215ce83-43da-5572-8840-7fec2030dd01_3ab60559-40d3-42e4-9cac-476a519098fa;methylene diphenyl diisocyanate production;RER;hydrochloric acid, without water, in 30% solution state
5215ce83-43da-5572-8840-7fec2030dd01_2ad4ce24-d7b3-4563-af94-911dd6c992b1;methylene diphenyl diisocyanate production;RER;methylene diphenyl diisocyanate
07264ad4-2513-5c95-b67f-83250f0c37ce_bd76e802-936c-4b4a-855f-c12039ebdd57;methylene diphenyl diisocyanate production, ISOPA;RER;methylene diphenyl diisocyanate, ISOPA
35fb65dc-88ec-5bec-ac7e-af35d50585ed_0dbbb96b-d94e-4596-8a63-7d8340ac45b5;methylsulfonic acid production;RoW;methylsulfonic acid
3cdf9964-7d35-5355-9bf5-659a94676b70_0dbbb96b-d94e-4596-8a63-7d8340ac45b5;methylsulfonic acid production;RER;methylsulfonic acid
f9000348-a1e3-58ec-8cc5-f3b0165ae15e_6fd2896a-5454-4651-a604-0b443424fbdb;metolachlor production;RoW;metolachlor
c51310d4-00f1-55fb-9235-ba57b2b57225_6fd2896a-5454-4651-a604-0b443424fbdb;metolachlor production;RER;metolachlor
8ee4f3a2-d05b-5f97-9367-4398bbfc6910_93694de8-5f1b-461d-a223-f08025ec51d6;micro gas turbine production, 100kW electrical;CH;micro gas turbine, 100kW electrical
0bae5b20-3398-5219-84e1-90e32ef972af_93694de8-5f1b-461d-a223-f08025ec51d6;micro gas turbine production, 100kW electrical;RoW;micro gas turbine, 100kW electrical
e5108962-1202-54c1-bbfc-fa2f3536addb_a90c5322-b943-44d1-8f95-bc7e31a72990;microwave oven production;GLO;microwave oven
95b6fefd-eb89-5e00-a58e-8d61fb98e6f4_78b3da46-af34-4517-a952-cb828f76e1c2;milk evaporation;CA-QC;evaporation of milk
0e5fb375-0b59-5c29-b01d-061aa9b50450_78b3da46-af34-4517-a952-cb828f76e1c2;milk evaporation;RoW;evaporation of milk
2bf8c0dd-2378-5cd4-946d-65c0ae254247_49719318-578e-40fe-b359-0780c8df9221;milk production, from cow;CA-QC;cattle for slaughtering, live weight
2bf8c0dd-2378-5cd4-946d-65c0ae254247_a3ee1ec6-ce17-430e-a475-f98f1b2890d2;milk production, from cow;CA-QC;cow milk
8813bb10-b935-5b82-a4fe-a61abd3c096d_49719318-578e-40fe-b359-0780c8df9221;milk production, from cow;RoW;cattle for slaughtering, live weight
8813bb10-b935-5b82-a4fe-a61abd3c096d_a3ee1ec6-ce17-430e-a475-f98f1b2890d2;milk production, from cow;RoW;cow milk
67225732-fe7b-5969-8d7a-d9adb112c49d_49719318-578e-40fe-b359-0780c8df9221;milk production, from cow;ZA;cattle for slaughtering, live weight
67225732-fe7b-5969-8d7a-d9adb112c49d_a3ee1ec6-ce17-430e-a475-f98f1b2890d2;milk production, from cow;ZA;cow milk
24f81ba4-1dbf-58cc-94fe-0e9a1ab3da6d_b80e26ff-c7bf-4c73-be42-6c29d2eac69c;milk spray-drying;CA-QC;spray-drying of milk
c8b59027-8e4e-5b2b-8f77-560b3b027322_b80e26ff-c7bf-4c73-be42-6c29d2eac69c;milk spray-drying;RoW;spray-drying of milk
e6db4aaa-3951-512d-a069-af3483ad081f_83b9ad6d-7c88-4559-9012-a2e4fae07d59;milking;CH;milking
a701dbd3-e2d7-5d60-87ac-628435a42ff6_83b9ad6d-7c88-4559-9012-a2e4fae07d59;milking;RoW;milking
83e0a40a-fb71-5e7a-aaa3-120981d3c5e3_e0224dd5-a071-4dae-ad9f-1bb93ad21a8f;milking parlour construction;CH;milking parlour
22112b8e-3e66-5596-8337-9ef322e747ad_e0224dd5-a071-4dae-ad9f-1bb93ad21a8f;milking parlour construction;RoW;milking parlour
ac40f249-b42d-55b5-b77f-058970f44770_df2b8e39-d691-4f6b-8c9c-4c7a737d0b0b;millet production;RoW;millet
fe377b2c-496b-5e4e-831f-5ebc6422a90c_df2b8e39-d691-4f6b-8c9c-4c7a737d0b0b;millet production;IN;millet
747b7dd3-0867-5432-83d6-22820e77b272_78b09546-7462-44dc-a6e4-0fb5ee027fa8;mine construction, bauxite;GLO;mine infrastructure, bauxite
005ebaf2-fcb4-53ac-96c0-7e22aa69adac_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;AU;mine infrastructure, gold
295e7d73-888f-51cb-bdf6-73142dc61f83_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;CA;mine infrastructure, gold
7b049ef4-338e-569b-9bfe-b35ee9cdfce3_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;RoW;mine infrastructure, gold
ea9b9d96-a19d-51a9-a634-aa2685486b76_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;TZ;mine infrastructure, gold
5543e119-8df9-514b-b9a3-9beb12993b5d_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;US;mine infrastructure, gold
953f3d96-ad52-5b46-becb-d6d50e7558c3_515dd20c-c5ae-4beb-a5f8-0b67918c28d6;mine construction, gold;ZA;mine infrastructure, gold
02de749d-8667-5695-b88a-83dba60bd9ee_450d9dd6-4108-4f55-944e-87bc5bb0904e;mine construction, gold and silver;CL;mine infrastructure, gold and silver
63d16823-0e21-5596-b72f-4f6e3ec587ee_450d9dd6-4108-4f55-944e-87bc5bb0904e;mine construction, gold and silver;PE;mine infrastructure, gold and silver
94a546c6-0b04-5bca-87ce-5c66c6d48007_450d9dd6-4108-4f55-944e-87bc5bb0904e;mine construction, gold and silver;PG;mine infrastructure, gold and silver
e0fded32-7ba1-5d25-b1ba-47c2a734c8e3_8fe754b3-4475-431e-800f-1944ad7b25b6;mine construction, gold-silver-zinc-lead-copper;RoW;mine infrastructure, gold-silver-zinc-lead-copper
b9e76369-aaa9-5a6e-a55d-8cd6822885e9_8fe754b3-4475-431e-800f-1944ad7b25b6;mine construction, gold-silver-zinc-lead-copper;SE;mine infrastructure, gold-silver-zinc-lead-copper
7075952f-62f6-5b52-94e7-61a1c4b21797_f7f51963-f414-4b75-8e23-f2d10707b8bb;mine construction, iron;GLO;mine infrastructure, iron
6ca18762-bd61-5c19-bf93-ae79aef86e9b_6895b410-8f47-4f65-be4f-b84bc193275b;mine construction, open cast, hard coal;GLO;mine infrastructure, open cast, hard coal
1690b7f3-ffe7-5d66-a3ef-7afc34bc7d9b_3ae326bd-fb3a-432b-91f7-e50b0ca22d12;mine construction, open cast, ilmenite from hard-rock ore;GLO;mine infrastructure, open cast, ilmenite from hard-rock ore
7a7d7661-e8d1-5280-a9e1-1626087df3cc_5b24ec04-17b1-45ef-8ef8-0c203296b608;mine construction, open cast, lignite;RoW;mine infrastructure, open cast, lignite
4b40e5e9-89e6-5ac7-8641-1485389b4a6f_5b24ec04-17b1-45ef-8ef8-0c203296b608;mine construction, open cast, lignite;RER;mine infrastructure, open cast, lignite
17d2ad1c-c2b8-5e36-8b6e-8843e470606a_e39a7b45-96d1-4378-bd81-bc9306011535;mine construction, open cast, non-ferrous metal;GLO;mine infrastructure, open cast, non-ferrous metal
a39028ea-12f2-54f9-8924-956236cb7ef4_9a590a5d-dd23-440f-881c-bbe66516c7b7;mine construction, open cast, steatite;CA-QC;mine infrastructure, steatite
327818b7-f982-547c-b504-983b7865afe6_9a590a5d-dd23-440f-881c-bbe66516c7b7;mine construction, open cast, steatite;RoW;mine infrastructure, steatite
3f3abeb5-4ad3-5f5c-af13-410b9dd0edb0_ea514586-c3d1-430a-bb5e-fe15b8785085;mine construction, phosphate rock;RoW;mine infrastructure, phosphate rock
e5a7711e-5700-5d23-8c45-24dfb7bab212_ea514586-c3d1-430a-bb5e-fe15b8785085;mine construction, phosphate rock;MA;mine infrastructure, phosphate rock
4ba52394-e431-5766-9a28-fc6b2a7709f0_ea514586-c3d1-430a-bb5e-fe15b8785085;mine construction, phosphate rock;US;mine infrastructure, phosphate rock
3d56d398-0c2b-5fd8-9b55-f28fefd86807_0bd7e3fc-8e16-4847-8a28-cdd87a81e0e5;mine construction, potash salt;RoW;mine infrastructure, potash salt
b88e4356-4feb-5a05-96f0-1db4310048fe_0bd7e3fc-8e16-4847-8a28-cdd87a81e0e5;mine construction, potash salt;RER;mine infrastructure, potash salt
24bb23ea-7de9-5c38-9f62-8468b4a4efd1_cbb2faab-d09a-4de1-8f37-c4fdd5b27198;mine construction, underground, hard coal;CN;mine infrastructure, underground, hard coal
18d411a4-eda6-5ed5-a4d4-a9a17a26ffbf_cbb2faab-d09a-4de1-8f37-c4fdd5b27198;mine construction, underground, hard coal;RoW;mine infrastructure, underground, hard coal
698af1e0-9f7c-5f65-9547-7da7a7a6d3a3_7473b8ec-7773-4af7-9547-bb1c31bf6877;mine construction, underground, non-ferrous metal;GLO;mine infrastructure, underground, non-ferrous metal
570f9f5c-0b83-5bd0-a5c0-01032015764b_86d59436-2abf-401a-a06a-540dda3392e0;mine construction, vermiculite;RoW;mine infrastructure, vermiculite
a151ea44-a056-5f0d-923c-6c92b012f456_86d59436-2abf-401a-a06a-540dda3392e0;mine construction, vermiculite;ZA;mine infrastructure, vermiculite
80b4ae75-0b89-5f03-95a8-6a06020db931_2950d93a-bd55-4449-ab91-c3ed613ea718;mine infrastructure construction, open cast, peat;RoW;mine infrastructure, open cast, peat
6f9e6481-777a-5962-89da-b3c298094988_2950d93a-bd55-4449-ab91-c3ed613ea718;mine infrastructure construction, open cast, peat;NORDEL;mine infrastructure, open cast, peat
8329db58-ad81-587a-b997-236b0d3b5bcb_398a7f10-7d31-4fb4-9edb-2c859ff745f2;mine infrastructure construction, open cast, uranium;RoW;mine infrastructure, open cast, uranium
2be6d298-6fe2-575d-b81d-2216f202cdb8_398a7f10-7d31-4fb4-9edb-2c859ff745f2;mine infrastructure construction, open cast, uranium;RNA;mine infrastructure, open cast, uranium
f872893a-c713-5190-97e8-854cf0428894_e87c04dc-0656-434a-8cbf-d4588950e227;mine infrastructure construction, treatment of sulfidic tailing, off-site, high gold content;ZA;mine infrastructure, treatment of sulfidic tailing, off-site, high gold content
6b9cf360-37de-5f91-a35c-ed72eb5ca280_b1434945-2545-49f2-a6b4-1af59c98c0e5;mine infrastructure construction, underground, uranium;RoW;mine infrastructure, underground, uranium
be10cbab-b5fe-5bbc-880e-aa86a6d86a35_b1434945-2545-49f2-a6b4-1af59c98c0e5;mine infrastructure construction, underground, uranium;RNA;mine infrastructure, underground, uranium
086aad9b-c97d-5a3a-985c-8748e06c2adb_fc458a34-8eed-427a-a5e0-c8e930422250;mineral supplement production, for beef cattle;GLO;mineral supplement, for beef cattle
aa8af2c1-523d-5246-a610-dd0ce3256165_5a9a709b-5e05-4a46-8c71-510833c92d25;mini CHP plant construction, common components for heat+electricity;CH;mini CHP plant, common components for heat+electricity
e668f556-d8f2-55d7-8299-eaefc572a839_5a9a709b-5e05-4a46-8c71-510833c92d25;mini CHP plant construction, common components for heat+electricity;RoW;mini CHP plant, common components for heat+electricity
e59353b5-9155-5872-b431-a90286d15dc8_f4ece674-b746-4776-8887-d1439a992156;mini CHP plant production, components for electricity only;CH;mini CHP plant, components for electricity only
895871fc-734a-5571-99b0-5875a83a8bfe_f4ece674-b746-4776-8887-d1439a992156;mini CHP plant production, components for electricity only;RoW;mini CHP plant, components for electricity only
be85b44e-59e4-5f21-88f4-1533a6cc15e1_bcdd52c5-3996-4cc4-8df1-d04e436e333a;mini CHP plant production, components for heat only;CH;mini CHP plant, components for heat only
26fbc8d0-6b90-5006-a5f0-ebf261a94d3a_bcdd52c5-3996-4cc4-8df1-d04e436e333a;mini CHP plant production, components for heat only;RoW;mini CHP plant, components for heat only
a79c8d3c-747b-5cf5-bfd7-be14abdf88be_e4ba6d0a-c36e-47d3-8806-60337363393b;mint production;RoW;mint
fbeecaca-56ae-5c2f-a31e-26b84af164c0_e4ba6d0a-c36e-47d3-8806-60337363393b;mint production;IN;mint
f7b65873-49c9-51f2-8a78-9aabe3b83b2c_e4ba6d0a-c36e-47d3-8806-60337363393b;mint production;US;mint
334b7015-a83b-5528-9177-b63bea96a445_2bf774fd-4855-40e3-83f1-bbebd00557e2;mint seedling production, for planting;RoW;mint seedling, for planting
49ea6601-8f7e-505b-b589-f6f2db58c602_2bf774fd-4855-40e3-83f1-bbebd00557e2;mint seedling production, for planting;US;mint seedling, for planting
b21072e7-58ed-56d2-94a8-4b43f998ba08_f1d341ae-3435-4f11-b13c-793634d849a4;miscanthus production;DE;miscanthus, chopped
cb9f09a3-a045-50e0-9ed3-0945e614f2d0_f1d341ae-3435-4f11-b13c-793634d849a4;miscanthus production;RoW;miscanthus, chopped
f78d2968-07a7-5267-b3a9-6e263e551211_d0c403f9-448c-4613-823d-ad280f96aaed;miscanthus rhizome production, for planting;DE;miscanthus rhizome, for planting
f78d2968-07a7-5267-b3a9-6e263e551211_f1d341ae-3435-4f11-b13c-793634d849a4;miscanthus rhizome production, for planting;DE;miscanthus, chopped
1f3e814e-8a76-5e85-8465-380325e446ab_d0c403f9-448c-4613-823d-ad280f96aaed;miscanthus rhizome production, for planting;RoW;miscanthus rhizome, for planting
1f3e814e-8a76-5e85-8465-380325e446ab_f1d341ae-3435-4f11-b13c-793634d849a4;miscanthus rhizome production, for planting;RoW;miscanthus, chopped
4a061d17-8a66-5127-893c-5b8bd61c07d1_474e7001-a158-4379-8793-e02f0c14bbfe;mischmetal production, primary;GLO;mischmetal
74952569-692b-55bf-b814-656d1b387566_a1a4f552-de0b-43a4-9b78-a587ad989f68;mixed natural gas and biomethane production, high pressure;CH;mixed natural gas and biomethane, high pressure
81c2e764-f7ee-5ffc-8eb8-21cf0ac1cbcd_7cb72345-4338-4f2d-830f-65bba3530fdb;molasses, from sugar beet, to generic market for energy feed;GLO;energy feed, gross
81c2e764-f7ee-5ffc-8eb8-21cf0ac1cbcd_8b2dfb58-660d-44eb-b83f-5d9e28e467db;molasses, from sugar beet, to generic market for energy feed;GLO;protein feed, 100% crude
1bc5dff5-419f-55ec-b22e-66ea90ff122e_0b4d69f9-6b39-4232-948b-62b7b4f0d3d8;molybdenite mine operation;GLO;copper concentrate, sulfide ore
1bc5dff5-419f-55ec-b22e-66ea90ff122e_759783e0-89c4-486e-970a-5dcb2de165de;molybdenite mine operation;GLO;molybdenite
88ca7041-9722-5ae8-8100-2b17e1b1738e_27299f2c-5571-422a-8c7d-c0f8498b5704;molybdenum production;RoW;cadmium sludge from zinc electrolysis
88ca7041-9722-5ae8-8100-2b17e1b1738e_78acb00f-79bf-486e-98bd-8d68ac7e51a2;molybdenum production;RoW;indium rich leaching residues, from zinc production
88ca7041-9722-5ae8-8100-2b17e1b1738e_a9933f96-aeab-449a-9731-558b24af2d94;molybdenum production;RoW;molybdenum
72eaf6e7-1490-53ad-a0a2-e9b05bb50e2d_27299f2c-5571-422a-8c7d-c0f8498b5704;molybdenum production;RER;cadmium sludge from zinc electrolysis
72eaf6e7-1490-53ad-a0a2-e9b05bb50e2d_78acb00f-79bf-486e-98bd-8d68ac7e51a2;molybdenum production;RER;indium rich leaching residues, from zinc production
72eaf6e7-1490-53ad-a0a2-e9b05bb50e2d_a9933f96-aeab-449a-9731-558b24af2d94;molybdenum production;RER;molybdenum
57889ecc-f9ee-570b-838a-f213b204ed84_d7a15d6e-8959-4841-8404-b2094db330a7;molybdenum trioxide production;GLO;molybdenum trioxide
52defb03-6a73-5270-8deb-27aa7b4ff5e4_d1567df0-6921-5a69-adb0-71cacf11683c;monoammonium phosphate production;CN;monoammonium phosphate
0ac4218d-aa88-57e9-973a-496faccefc8e_d1567df0-6921-5a69-adb0-71cacf11683c;monoammonium phosphate production;RoW;monoammonium phosphate
3bd45bf0-3995-5b62-bd40-1d3d23c249a4_d1567df0-6921-5a69-adb0-71cacf11683c;monoammonium phosphate production;RER;monoammonium phosphate
cacf2f16-3693-579b-881e-d75c1edc9e28_d1567df0-6921-5a69-adb0-71cacf11683c;monoammonium phosphate production;RNA;monoammonium phosphate
cd254dcd-74fc-52cd-8c39-cc6e08e059e1_6c8aaf28-0fe9-432b-b919-5f6faf9e313f;monochloropentafluoroethane production, chlorofluorination of ethylene;GLO;hexafluoroethane
cd254dcd-74fc-52cd-8c39-cc6e08e059e1_0b33b0ad-73e3-421e-aca7-4838dac66977;monochloropentafluoroethane production, chlorofluorination of ethylene;GLO;monochloropentafluoroethane
af35dfeb-3da9-5be2-b3bb-59d96727871c_b7e17d7a-3e05-524d-a27f-487a86f78949;morpholine production;GLO;morpholine
9f1a6334-d242-53ac-bdd5-e344891b2b23_93a276cb-c88c-4fd2-81be-1005c720e285;motor scooter production;RoW;motor scooter, 50 cubic cm engine
604e71d7-0ba2-573c-acd2-02481d56edd4_93a276cb-c88c-4fd2-81be-1005c720e285;motor scooter production;RER;motor scooter, 50 cubic cm engine
7dbe8244-1baf-5668-99e8-0722e200236f_7faf9733-74da-421c-b3b1-d3b7cba1e3ef;mounting, surface mount technology, Pb-containing solder;GLO;mounting, surface mount technology, Pb-containing solder
0f3095e8-abef-5533-b6aa-616e9055a598_ca2b5076-f230-473d-9272-da1a678b4f93;mounting, surface mount technology, Pb-free solder;GLO;mounting, surface mount technology, Pb-free solder
b52c77b5-3fd3-5628-a3e8-44e598ae4a07_aca66a0c-0a30-4da2-b1a0-1c77bc60d1d9;mounting, through-hole technology, Pb-containing solder;GLO;mounting, through-hole technology, Pb-containing solder
499c8d7d-a503-5a7e-9e62-e57ff473aaa1_66084f92-4bed-46cb-931e-7ea8300c0972;mounting, through-hole technology, Pb-free solder;GLO;mounting, through-hole technology, Pb-free solder
5ae7601d-b7a7-5595-97a2-ba960e765ac0_0157f851-9e24-4d37-b8b0-4f688d3331d7;mowing, by motor mower;CH;mowing, by motor mower
3d1fd169-ee32-54d2-a1ed-135c8897d7e7_0157f851-9e24-4d37-b8b0-4f688d3331d7;mowing, by motor mower;RoW;mowing, by motor mower
62bf4a9a-3c2f-5791-8dc0-9d7f506cacae_479ce50b-7465-4ee0-ada2-81418055c725;mowing, by rotary mower;CH;mowing, by rotary mower
173cb74c-aad6-534c-b353-2975ff176c6d_479ce50b-7465-4ee0-ada2-81418055c725;mowing, by rotary mower;RoW;mowing, by rotary mower
800e9375-8eb2-5709-b4a1-e3792a1d8445_c569e2e6-4e4f-5b7c-8db2-c85488aaadf6;mowing, by rotary or sickle mower;US;mowing, by rotary or sickle mower
7d31a091-a524-5a4a-ab54-9c7585bf4f41_1c48620b-9172-5e85-90ae-e2a0b73dbf6f;mulberry production;RoW;mulberry leaves
5a8e782b-2928-58c9-9420-3f4f1ba2b415_1c48620b-9172-5e85-90ae-e2a0b73dbf6f;mulberry production;IN;mulberry leaves
08cc397d-1240-54c6-b82c-0fcf25f0a447_acbdd8f0-1d54-43c1-8b3c-f130160ebc08;mulching;CH;mulching
30ef8621-498f-5c09-9a8c-0fac0c57c5b4_acbdd8f0-1d54-43c1-8b3c-f130160ebc08;mulching;RoW;mulching
e7719f62-3522-51f0-85a0-a7bffe757fa9_29ceec7a-ef32-4917-acae-092fab0ffee2;multi-Si wafer production;RoW;multi-Si wafer
d4216e33-2481-58b6-a450-e3397f03135b_29ceec7a-ef32-4917-acae-092fab0ffee2;multi-Si wafer production;RER;multi-Si wafer
42592929-7145-5db8-85f6-f836eb514597_055fef90-cc32-43a7-9532-72ea77dd12a3;multi-Si wafer production, ribbon;RoW;multi-Si wafer, ribbon
b0bdd7f9-2985-5e56-b001-f8e2ea8fc858_055fef90-cc32-43a7-9532-72ea77dd12a3;multi-Si wafer production, ribbon;RER;multi-Si wafer, ribbon
762ea354-4fa5-5243-b238-fd37c3af0bc1_53705574-11eb-4007-80f7-790ebd91374a;municipal waste collection service by 21 metric ton lorry;CH;municipal waste collection service by 21 metric ton lorry
223ee8b2-d713-5428-bae9-2df5dcbdd87f_53705574-11eb-4007-80f7-790ebd91374a;municipal waste collection service by 21 metric ton lorry;RoW;municipal waste collection service by 21 metric ton lorry
9107c922-eae2-5dce-a935-d88e405f8dd6_a0e53510-b90b-43ba-80cc-7600f5da004f;municipal waste incineration facility construction;CH;municipal waste incineration facility
f6194eaa-4eaf-58ea-a173-d63832fc5f52_a0e53510-b90b-43ba-80cc-7600f5da004f;municipal waste incineration facility construction;RoW;municipal waste incineration facility
488733a7-a1ef-52ff-b237-968d1b7863f0_315e2112-33e3-431d-891c-58a24fee409f;mustard production;RoW;mustard
f7f72d23-e171-5f7e-8f08-bfec6d628d15_315e2112-33e3-431d-891c-58a24fee409f;mustard production;IN;mustard
a6ca0ac7-805a-5067-96ae-7dd7a30f1a78_0e99b6e3-a3e1-47a2-8fb5-5ced89ddd778;n-olefins production;RoW;n-olefins
cc4b0a0d-c014-53a9-a5ea-ae72ea417fff_0e99b6e3-a3e1-47a2-8fb5-5ced89ddd778;n-olefins production;RER;n-olefins
c56cb975-7311-541e-9141-af2e0c4969a1_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;BR;naphtha
9b04d55c-9213-5f20-8bfe-45c74b32dee9_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;CO;naphtha
86c1ce23-d114-58ab-bb6e-22c8a84ee095_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;Europe without Switzerland;naphtha
edbd9699-2969-55ed-a8a0-d40ea7d47cac_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;IN;naphtha
f81848d4-e348-5f0d-9076-602f28b10889_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;PE;naphtha
6463f5b5-11e6-5b95-862b-01950221bef4_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;RoW;naphtha
98d64ef6-0d4e-5a83-9039-92fcbc4a71f1_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha production, petroleum refinery operation;ZA;naphtha
84936de7-e1e5-579e-a7d3-31d2deddf641_27a3ac7b-e31a-48da-84f5-8dbdcb96e565;naphtha, import from RoW;IN;naphtha
