clustered,ecoinvent_prod,manual_match_certainty,hard no
garden biochoppers,"pea seed, organic, for sowing",no,
garden composters,compost,high,
garden composters,"composting facility, open",medium,
garden composters,"biowaste, kitchen and garden waste",medium,
garden composters,"biowaste, garden waste",medium,
garden composters,"waste wood, post-consumer",no,
garden flowers,"pea seed, for sowing",no,
garden flowers,"sunflower seed, for sowing",no,
garden flowers,"pea seed, organic, for sowing",no,
garden flowers,sunflower seed,no,
garden furniture,"furniture, wooden",medium,
garden furniture,plywood,no,
garden furniture,"wooden board factory, organic bonded boards",no,
garden furniture,"paper, woodcontaining, lightweight coated",no,
garden furniture,wood wool,no,
garden lime,lime,high,
garden lime,lime mortar,no,
garden lime,sand-lime brick,no,
garden lime,"lime, from liquid packaging board production",no,
garden lime,"lime, hydrated, packed",medium,
garden nets,onion,no,
garden nets,"onion seedling, for planting",no,
garden nets,irrigation,no,
garden nets,planting,no,
garden ornaments,horticultural fleece,no,
garden ornaments,"pea seed, for sowing",no,
garden plants,"grass, organic",medium,
garden plants,"pea seed, organic, for sowing",medium,
garden plants,potato planting,medium,
garden plants,"pea seed, for sowing",medium,
garden pond liner,"containerboard, linerboard",no,
garden pond liner,"used long liner, steel",no,
garden pond liner,"long liner, steel",no,
garden pools,irrigation,no,
garden pools,"chlorine, liquid",no,
garden seeds,"pea seed, for sowing",medium,
garden seeds,"pea seed, organic, for sowing",medium,
garden seeds,"wheat seed, for sowing",medium,
garden seeds,sunflower seed,medium,
garden seeds,"barley seed, for sowing",medium,
garden shed kit,shed,high,
garden shed kit,"shed, large, wood, non-insulated, fire-unprotected",high,
garden shed kit,agricultural trailer,no,
garden sheds,shed,high,
garden sheds,"shed, large, wood, non-insulated, fire-unprotected",high,
garden sheds,"tillage, ploughing",no,
garden sheds,"tillage, harrowing, by spring tine harrow",no,
garden sheds,"biowaste, garden waste",no,
garden sorrel,"wheat seed, organic, for sowing",no,
garden sorrel,"wheat seed, for sowing",no,
garden sorrel,"grass seed, organic, for sowing",no,
garden sorrel,"sunflower seed, for sowing",no,
garden stakes,"tillage, ploughing",no,
garden stakes,planting,no,
garden stakes,sand,no,
garden stakes,"tillage, hoeing and earthing-up, potatoes",no,
garden stakes,mulching,no,
garden strimmers,styrene,no,
garden strimmers,"fodder beet seed, for sowing",no,
garden strimmers,stibnite concentrate,no,
garden strimmers,"grass seed, organic, for sowing",no,
garden strimmers,"grass, organic",no,
garden tables,"furniture, wooden",medium,
garden tiles,cement tile,medium,
garden tiles,ceramic tile,medium,
garden tiles,roof tile,no,
garden tiles,concrete roof tile,no,
garden tiles,"frit, for ceramic tile",no,
garden tractors,"tractor, 4-wheel, agricultural",high,
garden tractors,"agricultural machinery, unspecified",medium,
garden tractors,"transport, tractor and trailer, agricultural",medium,
garden tractors,"mowing, by rotary mower",no,
garden tractors,"agricultural machinery, tillage",medium,
gardening machines,"agricultural machinery, unspecified",medium,
gardening machines,building machine,no,
gardening machines,"agricultural machinery, tillage",medium,
gardening machines,paper machine,no,
garlic,onion,no,
garlic,coriander,no,
garlic,olive,no,
garlic,spinach,no,
garlic,brass,no,
garlic bulbs,used fluorescent lamp,no,
garlic bulbs,onion,no,
garlic bulbs,compact fluorescent lamp,no,
garlic bulbs,"onion seedling, for planting",no,
garlic from jaen,onion,no,
garlic from jaen,spinach,no,
garlic from jaen,acetylene,no,
garlic from jaen,acetoacetic acid,no,
garlic from jaen,"sugar, from sugar beet",no,
garlic pate,onion,no,
garlic pate,spinach,no,
garlic pate,"potato, organic",no,
garlic pate,olive,no,
garlic pate,o-cresol,no,
garlic stripper,onion,no,
garlic stripper,harvester,no,
garlic stripper,soap,no,
garlic stripper,coriander,no,
garlic stripper,"deinked pulp, wet lap",no,
garment bags,"textile, woven cotton",no,
garment bags,"textile, silk",no,
garment bags,"sanforizing, textile",no,
garment bags,"finishing, textile, woven cotton",no,
garment bags,"waste textile, soiled",no,
garnet,skidder,no,
garnet,feldspar,no,
garnet,basalt,no,
garnet,peach,no,
garnet,ferronickel,no,
gas,coal gas,medium,
gas,synthetic gas,medium,
gas,refinery gas,medium,
gas,"natural gas, vented",medium,
gas,gas boiler,no,
gas analysers,natural gas liquids,no,
gas analysers,"natural gas, unprocessed, at extraction",no,
gas analysers,synthetic gas,no,
gas analysers,natural gas processing plant,no,
gas analysers,refinery gas,no,
gas analysers for landfills,"process-specific burdens, sanitary landfill",no,
gas analysers for landfills,sanitary landfill facility,no,
gas analysers for landfills,inert material landfill,no,
gas analysers for landfills,"process-specific burdens, inert material landfill",no,
gas analysers for landfills,"process-specific burdens, residual material landfill",no,
"gas analysers, automatic","natural gas, unprocessed, at extraction",no,
"gas analysers, automatic","industrial furnace, natural gas",no,
"gas analysers, automatic",natural gas processing plant,no,
"gas analysers, automatic",natural gas liquids,no,
"gas analysers, automatic",gas boiler,no,
gas ball valves,gas boiler,no,
gas ball valves,"natural gas, high pressure",no,
gas ball valves,"natural gas, low pressure",no,
gas ball valves,"natural gas, high pressure, vehicle grade",no,
gas ball valves,"natural gas, medium pressure, vehicle grade",no,
gas blowtorch,used blower and heat exchange unit Storkair G 90,no,
gas blowtorch,used blower and heat exchange unit Avent E 97,no,
gas blowtorch,used blower and heat exchange unit GE 250 RH,no,
gas blowtorch,"blower and heat exchange unit, Avent E 97",no,
gas blowtorch,"blower and heat exchange unit, GE 250 RH",no,
gas boilers for the home,gas boiler,high,
gas boilers for the home,"oil boiler, 10kW",no,
gas boilers for the home,"oil boiler, 100kW",no,
gas boilers for the home,"industrial furnace, natural gas",no,
gas boilers for the home,blast furnace gas,no,
gas bottle,natural gas liquids,no,
gas bottle,gas boiler,no,
gas bottle,propane,medium,
gas bottle,coal gas,no,
gas bottle,refinery gas,no,
gas braziers,gas boiler,no,
gas braziers,coal gas,no,
gas braziers,synthetic gas,no,
gas braziers,"natural gas, high pressure, vehicle grade",no,
gas braziers,propane,no,
gas compressors,"air compressor, screw-type compressor, 300kW",medium,
gas compressors,"air compressor, screw-type compressor, 4kW",medium,
gas compressors,synthetic gas factory,no,
gas compressors,"welding, gas, steel",no,
gas compressors,refinery gas,no,
gas cooker,gas boiler,no,
gas cooker,cookstove,medium,
gas cooker,propane,no,
gas cooker,natural gas processing plant,no,
gas cooker,"industrial furnace, natural gas",no,
gas cylinder pallets,EUR-flat pallet,no,
gas cylinder pallets,glass tube factory,no,
gas cylinder pallets,natural gas liquids,no,
gas cylinder pallets,gas boiler,no,
gas cylinder pallets,natural gas processing plant,no,
gas cylinder valves,gas boiler,no,
gas cylinder valves,"natural gas, low pressure",no,
gas cylinder valves,"natural gas, high pressure",no,
gas cylinder valves,natural gas processing plant,no,
gas cylinder valves,"natural gas, medium pressure, vehicle grade",no,
gas dehydrators,"drying, natural gas",no,
gas dehydrators,natural gas liquids,no,
gas dehydrators,synthetic gas,no,
gas dehydrators,"sweetening, natural gas",no,
gas dehydrators,gas boiler,no,
gas detector,coal gas,no,
gas detector,natural gas processing plant,no,
gas detector,synthetic gas,no,
gas detector,gas boiler,no,
gas detector,blast furnace gas,no,
gas discharge lamps,inert gas for discharge lamps,no,
gas discharge lamps,used fluorescent lamp,medium,
gas discharge lamps,compact fluorescent lamp,high,
gas discharge lamps,"sweet gas, burned in gas turbine",no,
gas discharge lamps,ultraviolet lamp,high,
gas filters,"air filter, in exhaust air valve",no,
gas filters,"air filter, central unit, 600 m3/h",no,
gas filters,"used air filter central unit, 600 m3/h",no,
gas filters,"used air filter decentralized unit, 180-250 m3/h",no,
gas filters,"air filter, decentralized unit, 180-250 m3/h",no,
gas fireplaces,chimney,no,
gas fireplaces,coal gas,no,
gas fireplaces,propane,no,
gas fireplaces,"natural gas, vented",no,
gas fireplaces,gas boiler,no,
gas fitting,natural gas processing plant,no,
gas fitting,synthetic gas factory,no,
gas fitting,synthetic gas,no,
gas fitting,"natural gas, low pressure",no,
gas fitting,gas boiler,no,
gas for food preservation,"drying, natural gas",no,
gas for food preservation,natural gas liquids,no,
gas for food preservation,"waste natural gas, sour",no,
gas for food preservation,synthetic gas,no,
gas for food preservation,"biogas, from grass",no,
gas for medical use,synthetic gas,no,
gas for medical use,natural gas liquids,no,
gas for medical use,"drying, natural gas",no,
gas for medical use,"passenger car, petrol/natural gas",no,
gas for medical use,"natural gas, vented",no,
gas generator plants,natural gas processing plant,medium,
gas generator plants,"gas power plant, 300MW electrical",no,
gas generator plants,"gas power plant, 100MW electrical",no,
gas generator plants,"gas power plant, combined cycle, 400MW electrical",no,
gas generator plants,"generator, mini CHP plant",no,
gas hoses,coal gas,no,
gas hoses,propane,no,
gas hoses,gas boiler,no,
gas hoses,synthetic gas factory,no,
gas hoses,"drying, natural gas",no,
gas meters,"natural gas, medium pressure, vehicle grade",no,
gas meters,refinery gas,no,
gas meters,coal gas,no,
gas meters,natural gas service station,no,
gas meters,natural gas liquids,no,
gas mixers,natural gas liquids,no,
gas mixers,synthetic gas factory,no,
gas mixers,gas boiler,no,
gas mixers,synthetic gas,no,
gas mixers,"industrial furnace, natural gas",no,
gas oil fuel d2,heavy fuel oil,medium,
gas oil fuel d2,light fuel oil,medium,
gas oil fuel d2,refinery gas,medium,
gas oil fuel d2,waste refinery gas,no,
gas oil fuel d2,synthetic gas,no,
gas ovens,microwave oven,no,
gas ovens,cookstove,no,
gas ovens,gas boiler,no,
gas ovens,"coal stove, 5-15kW",no,
gas ovens,coal gas,no,
gas pipelines,"pipeline, petroleum",no,
gas pipelines,"transport, pipeline, long distance, natural gas",no,
gas pipelines,"pipeline, petroleum, offshore",no,
gas pipelines,"pipeline, natural gas, high pressure distribution network",high,
gas pipelines,"decommissioned pipeline, natural gas",no,
gas pipes,"pipeline, petroleum",no,
gas pipes,coal gas,no,
gas pipes,"transport, pipeline, long distance, natural gas",no,
gas pipes,gas boiler,no,
gas pipes,"decommissioned pipeline, natural gas",no,
gas pre-heaters,gas boiler,no,
gas pre-heaters,"heat, central or small-scale, natural gas",no,
gas pre-heaters,"industrial furnace, natural gas",no,
gas pre-heaters,"heat, central or small-scale, natural gas and heat pump, Jakobsberg",no,
gas pre-heaters,"heat, district or industrial, natural gas",no,
gas pressure control units,"natural gas, medium pressure, vehicle grade",no,
gas pressure control units,"natural gas, high pressure, vehicle grade",no,
gas pressure control units,"natural gas, high pressure",no,
gas pressure control units,"natural gas, low pressure, vehicle grade",no,
gas pressure control units,"natural gas, low pressure",no,
gas pumps,refinery gas,no,
gas pumps,pump station,no,
gas pumps,gas boiler,no,
