Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
2167,"core pull cylinder, hydraulic","excavation, hydraulic digger",no,no,
2168,core sand,sand,medium,yes,
2169,core sand,silica sand,high,yes,
2170,core sand,waste foundry sand,no,no,
2171,core sand,core board,no,no,
2172,core sand,sand-lime brick,no,no,
2173,cored wires,core board,no,no,
2174,cored wires,"wire drawing, steel",medium,yes,
2175,cored wires,"wire drawing, copper",medium,yes,
2176,cored wires,waste wire plastic,no,no,
2177,cored wires,used printed wiring boards,no,no,
2178,coriander,coriander,high,yes,
2179,coriander,broccoli,no,no,
2180,coriander,celery,no,no,
2181,coriander,"miscanthus, chopped",no,no,
2182,coriander,sesame seed,no,no,
2183,cork,"cork, raw",high,yes,
2184,cork,cork slab,medium,yes,
2185,cork,potato,no,no,
2186,cork,peat,no,no,
2187,cork,canal,no,no,
2188,furniture handles,"used purse seiner, wood",no,no,
2189,furniture handles,"purse seiner maintenance, wood",no,no,
2190,furniture handles,"purse seiner, wood",no,no,
2191,furniture kits,"furniture, wooden",medium,yes,
2192,furniture kits,electronic component factory,no,no,
2193,furniture kits,plywood,no,no,
2194,furniture kits,"used window frame, wood",no,no,
2195,furniture kits,"wooden board factory, organic bonded boards",no,no,
2196,furniture leather,"furniture, wooden",no,no,
2197,furniture leather,wood wool,no,no,
2198,furniture leather,"used purse seiner, wood",no,no,
2199,furniture leather,plywood,no,no,
2200,furniture leather,"paper, woodcontaining, lightweight coated",no,no,
2201,furniture leg supports,"furniture, wooden",medium,yes,
2202,furniture legs,"furniture, wooden",medium,yes,
2203,furniture legs,plywood,no,no,
2204,furniture legs,"wooden board factory, organic bonded boards",no,no,
2205,furniture legs,"sawnwood, board, hardwood, dried (u=20%), planed",no,no,
2206,"furniture, hospital","furniture, wooden",no,no,
2207,"furniture, hospital","mechanical treatment facility, waste electric and electronic equipment",no,no,
2208,"furniture, hospital","manual treatment facility, waste electric and electronic equipment",no,no,
2209,furs,wood wool,no,no,
2210,furs,cocoons,no,no,
2211,furs,shed,no,no,
2212,furs,bark,no,no,
2213,gabion,glycine,no,no,
2214,gabion,zineb,no,no,
2215,gabion,gadolinium oxide,no,no,
2216,gabion wall,gypsum plasterboard,no,no,
2217,gabion wall,waste gypsum plasterboard,no,no,
2218,gabion wall,"building, hall",no,no,
2219,gabion wall,zineb,no,no,
2220,galician beef,"red meat, live weight",medium,yes,
2221,galician beef,"mineral supplement, for beef cattle",no,no,
2222,galician beef,avocado,no,no,
2223,galician beef,"cheese, from cow milk, fresh, unripened",no,no,
2224,galician beef,meat and bone meal,no,no,
2225,gallettes,esterquat,no,no,
2226,gallium,"gallium, semiconductor-grade",high,yes,
2227,gallium,"gallium, in Bayer liquor from aluminium production",high,yes,
2228,gallium,indium,no,no,
2229,gallium,lutetium oxide,no,no,
2230,gallium,basalt,no,no,
2231,galvanic chemicals,"liquid storage tank, chemicals, organics",no,no,
2232,galvanic chemicals,zinc sulfide,no,no,
2233,galvanic chemicals,zinc,medium,yes,
2234,galvanic chemicals,zinc oxide,no,no,
2235,galvanic chemicals,zinc concentrate,no,no,
2236,galvanised grates,coal slurry,no,no,
2237,galvanised grates,lignite briquettes,no,no,
2238,galvanised grates,zinc slag,no,no,
2239,galvanised grates,copper slag,no,no,
2240,galvanised grates,hard coal briquettes,no,no,
2241,galvanised steel,"steel, low-alloyed",medium,yes,
2242,galvanised steel,scrap steel,no,no,
2243,galvanised steel,reinforcing steel,medium,yes,
2244,galvanised steel,"forging, steel",no,no,
2245,galvanised steel,"steel, chromium steel 18/8",no,no,
2246,galvanised steel joins,reinforcing steel,no,no,
2247,galvanised steel joins,"steel, chromium steel 18/8",no,no,
2248,galvanised steel stay cables,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",no,no,
2249,galvanised steel stay cables,"cable, three-conductor cable",no,no,
2250,galvanised steel stay cables,reinforcing steel,no,no,
2251,galvanised steel stay cables,"aluminium around steel bi-metal wire, 3.67mm external diameter",no,no,
2252,galvanised steel tube,chromium steel pipe,no,no,
2253,galvanised steel tube,glass tube factory,no,no,
2254,galvanised steel tube,tube insulation factory,no,no,
2255,galvanised threaded pipes,chromium steel pipe,no,no,
2256,galvanised threaded pipes,"propylene, pipeline system",no,no,
2257,galvanised threaded pipes,"sulfidic tailings, from zinc-lead mine operation",no,no,
2258,"galvanised tubes, galvanised tube",tube insulation factory,no,no,
2259,"galvanised tubes, galvanised tube","contouring, brass",no,no,
2260,"galvanised tubes, galvanised tube",glass tube factory,no,no,
2261,"galvanised tubes, galvanised tube","zinc coat, coils",no,no,
2262,"galvanised tubes, galvanised tube","casting, brass",no,no,
2263,galvanized fence,"mine infrastructure, gold-silver-zinc-lead-copper",no,no,
2264,galvanized fence,"zinc coat, coils",no,no,
2265,galvanized fence,metal coating facility,no,no,
2266,galvanized sheet metal,metal coating facility,no,no,
2267,galvanized sheet metal,"tin plated chromium steel sheet, 2 mm",no,no,
2268,galvanized sheet metal,"aluminium, wrought alloy",no,no,
2269,galvanized sheet metal,"steel, low-alloyed",no,no,
2270,galvanized wire,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",no,no,
2271,galvanized wire,"aluminium around steel bi-metal wire, 3.67mm external diameter",no,no,
2272,galvanized wire,waste wire plastic,no,no,
2273,galvanizing kettles,electric kettle,no,no,
2274,galvanizing kettles,"coal stove, 5-15kW",no,no,
2275,galvanizing kettles,brass,no,no,
2276,galvanizing kettles,refractory spent pot liner from Al electrolysis,no,no,
2277,gambling machines,paper machine,no,no,
2278,"game, deep-frozen",de-icer,no,no,
2279,"game, deep-frozen","operation, reefer, freezing",no,no,
2280,"game, deep-frozen","frozen fish sticks, hake",no,no,
2281,"game, frozen","frozen fish sticks, hake",no,no,
2282,"game, frozen","operation, reefer, freezing",no,no,
2283,"game, frozen","fish freezing, small fish",no,no,
2284,"game, frozen","landed tuna, frozen, EPO",no,no,
2285,"game, frozen",fish freezing plant,no,no,
2286,game-bags,paper sack,no,no,
2287,game-bags,cocoons,no,no,
2288,game-bags,"purse seiner, wood",no,no,
2289,gameboy,banana,no,no,
2290,"games, garden","potato seed, at farm",no,no,
2291,gaming chassis,"chassis, internet access equipment",no,no,
2292,gaming chassis,core board,no,no,
2293,gaming chassis,"fan, for power supply unit, desktop computer",no,no,
2294,gantry cranes,helicopter,no,no,
2295,gantry cranes,hydraulic digger,no,no,
2296,gantry cranes,"excavation, hydraulic digger",no,no,
2297,garage door,"door, inner, wood",no,no,
2298,garage door,"used door, inner, wood",no,no,
2299,garage door,"door, outer, wood-glass",medium,yes,
2300,garage door,"door, inner, glass-wood",no,no,
2301,garage door,"door, outer, wood-aluminium",medium,yes,
2302,garage sheds,shed,high,yes,
2303,garage sheds,"shed, large, wood, non-insulated, fire-unprotected",high,yes,
2304,garage sheds,"garage, wood, non-insulated, fire-protected",high,yes,
2305,garage sheds,agricultural trailer,no,no,
2306,garage sheds,residual material landfill,no,no,
2307,"garages, prefabricated","garage, wood, non-insulated, fire-protected",high,yes,
2308,"garages, prefabricated",building machine,no,no,
2309,"garages, prefabricated",road vehicle factory,no,no,
2310,"garages, prefabricated",cement factory,no,no,
2311,"garages, prefabricated",hydraulic digger,no,no,
2312,garbage bag,slag landfill,no,no,
2313,garbage bag,paper sack,medium,yes,
2314,garbage bag,sanitary landfill facility,no,no,
2315,garbage bag,waste preparation facility,no,no,
2316,garbage bag,"container, for collection of post-consumer waste plastic for recycling",no,no,
2317,garbage compactors,slag landfill,no,no,
2318,garbage compactors,sanitary landfill facility,no,no,
2319,garbage compactors,inert material landfill,no,no,
2320,garbage compactors,"waste collection lorry, 21 metric ton",medium,yes,
2321,garbage compactors,"sorting facility, for construction waste",no,no,
2322,garden beams,planting,no,no,
2323,garden beams,"greenhouse, glass walls and roof",no,no,
2324,garden beams,"joist, engineered wood",high,yes,
2325,garden beams,"used window frame, wood",no,no,
2326,garden biochoppers,"biowaste, garden waste",no,no,
2327,garden biochoppers,"biowaste, kitchen and garden waste",no,no,
2328,garden biochoppers,biowaste,no,no,
2329,garden biochoppers,"pea seed, organic, for sowing",no,no,
2330,garden composters,compost,high,yes,
2331,garden composters,"composting facility, open",medium,yes,
2332,garden composters,"biowaste, kitchen and garden waste",medium,yes,
2333,garden composters,"biowaste, garden waste",medium,yes,
2334,garden composters,"waste wood, post-consumer",no,no,
2335,garden flowers,"pea seed, for sowing",no,no,
2336,garden flowers,"sunflower seed, for sowing",no,no,
2337,garden flowers,"pea seed, organic, for sowing",no,no,
2338,garden flowers,sunflower seed,no,no,
2339,garden furniture,"furniture, wooden",medium,yes,
2340,garden furniture,plywood,no,no,
2341,garden furniture,"wooden board factory, organic bonded boards",no,no,
2342,garden furniture,"paper, woodcontaining, lightweight coated",no,no,
2343,garden furniture,wood wool,no,no,
2344,garden lime,lime,high,yes,
2345,garden lime,lime mortar,no,no,
2346,garden lime,sand-lime brick,no,no,
2347,garden lime,"lime, from liquid packaging board production",no,no,
2348,garden lime,"lime, hydrated, packed",medium,yes,
2349,garden nets,onion,no,no,
2350,garden nets,"onion seedling, for planting",no,no,
2351,garden nets,irrigation,no,no,
2352,garden nets,planting,no,no,
2353,garden ornaments,horticultural fleece,no,no,
2354,garden ornaments,"pea seed, for sowing",no,no,
2355,garden plants,"grass, organic",medium,yes,
2356,garden plants,"pea seed, organic, for sowing",medium,yes,
2357,garden plants,potato planting,medium,yes,
2358,garden plants,"pea seed, for sowing",medium,yes,
2359,garden pond liner,"containerboard, linerboard",no,no,
2360,garden pond liner,"used long liner, steel",no,no,
2361,garden pond liner,"long liner, steel",no,no,
2362,garden pools,irrigation,no,no,
2363,garden pools,"chlorine, liquid",no,no,
2364,garden seeds,"pea seed, for sowing",medium,yes,
2365,garden seeds,"pea seed, organic, for sowing",medium,yes,
2366,garden seeds,"wheat seed, for sowing",medium,yes,
2367,garden seeds,sunflower seed,medium,yes,
2368,garden seeds,"barley seed, for sowing",medium,yes,
2369,garden shed kit,shed,high,yes,
2370,garden shed kit,"shed, large, wood, non-insulated, fire-unprotected",high,yes,
2371,garden shed kit,agricultural trailer,no,no,
2372,garden sheds,shed,high,yes,
2373,garden sheds,"shed, large, wood, non-insulated, fire-unprotected",high,yes,
2374,garden sheds,"tillage, ploughing",no,no,
2375,garden sheds,"tillage, harrowing, by spring tine harrow",no,no,
2376,garden sheds,"biowaste, garden waste",no,no,
2377,garden sorrel,"wheat seed, organic, for sowing",no,no,
2378,garden sorrel,"wheat seed, for sowing",no,no,
2379,garden sorrel,"grass seed, organic, for sowing",no,no,
2380,garden sorrel,"sunflower seed, for sowing",no,no,
2381,garden stakes,"tillage, ploughing",no,no,
2382,garden stakes,planting,no,no,
2383,garden stakes,sand,no,no,
2384,garden stakes,"tillage, hoeing and earthing-up, potatoes",no,no,
2385,garden stakes,mulching,no,no,
2386,garden strimmers,styrene,no,no,
2387,garden strimmers,"fodder beet seed, for sowing",no,no,
2388,garden strimmers,stibnite concentrate,no,no,
2389,garden strimmers,"grass seed, organic, for sowing",no,no,
2390,garden strimmers,"grass, organic",no,no,
2391,garden tables,"furniture, wooden",medium,yes,
2392,garden tiles,cement tile,medium,yes,
2393,garden tiles,ceramic tile,medium,yes,
2394,garden tiles,roof tile,no,no,
2395,garden tiles,concrete roof tile,no,no,
2396,garden tiles,"frit, for ceramic tile",no,no,
2397,garden tractors,"tractor, 4-wheel, agricultural",high,yes,
2398,garden tractors,"agricultural machinery, unspecified",medium,yes,
2399,garden tractors,"transport, tractor and trailer, agricultural",medium,yes,
2400,garden tractors,"mowing, by rotary mower",no,no,
2401,garden tractors,"agricultural machinery, tillage",medium,yes,
2402,gardening machines,"agricultural machinery, unspecified",medium,yes,
2403,gardening machines,building machine,no,no,
2404,gardening machines,"agricultural machinery, tillage",medium,yes,
2405,gardening machines,paper machine,no,no,
2406,garlic,onion,no,no,
2407,garlic,coriander,no,no,
2408,garlic,olive,no,no,
2409,garlic,spinach,no,no,
2410,garlic,brass,no,no,
2411,garlic bulbs,used fluorescent lamp,no,no,
2412,garlic bulbs,onion,no,no,
2413,garlic bulbs,compact fluorescent lamp,no,no,
2414,garlic bulbs,"onion seedling, for planting",no,no,
2415,garlic from jaen,onion,no,no,
2416,garlic from jaen,spinach,no,no,
2417,garlic from jaen,acetylene,no,no,
2418,garlic from jaen,acetoacetic acid,no,no,
2419,garlic from jaen,"sugar, from sugar beet",no,no,
